Country,3TC,ABC,AZT,ddl,d4T,EFV,FTC,LPV/r,NVP,TDF,ATV/r,Overall Treatment Impact
Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,14.648975571693562,0.6940941925645193,6.037697249011111,0.018715637208775383,0.09646223020534546,10.04816757809112,3.4928064631294733,1.4824177494318143,6.435673810081,11.682344959055683,0.19169084745197,54.82904628792437
Benin,400.55619301946103,30.520220179863788,171.85446252344803,0.8747829864629779,4.482264042861519,255.99803651232378,85.8442535364825,46.00300049066975,180.47193001696385,289.0146730247839,4.683174990197684,1470.3029913235189
Bermuda,0.8773595100924028,0.0035005957934931644,0.32630673509582425,0.0,0.0,0.6787872786110458,0.24707985426550583,0.07360586707206912,0.35827662357350243,0.8196399950214303,0.01376959510129124,3.398326054626565
Bhutan,1.0187660146585695,0.004138644035132819,0.3805487000582064,0.0,0.0,0.7853120813913871,0.28700684186980024,0.08678810965763109,0.41739747043687986,0.9506391157105623,0.016275195042471914,3.9468721728606413
Bolivia,28.959033952036716,0.10319931578108116,10.451576028865006,0.0,0.0,22.91666465186647,8.109017685180687,2.203913467518627,11.540946452238035,27.25230589771791,0.40652706559426766,111.9431845167988
"Bonaire, Saint Eustatius and Saba",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Botswana,2332.291708927648,99.9827681037228,947.0652811544564,2.6554879250654073,13.716382059820775,1630.740964054002,562.136424290756,223.14787072859139,1013.5327798140517,1889.8372747757867,29.300532811959453,8744.407474645861
Brazil,26289.59234345264,698.9335160699143,10268.913286956877,17.602416567409946,90.67223413342221,19232.999687907613,6809.368920128606,2405.368228539971,11107.31619700264,22729.252848716376,368.4834048638692,100018.50308433933
British Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brunei Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burkina Faso,577.0084996538824,36.28974419937991,239.9573742933226,1.0343427089264354,5.293786538589158,385.2293550991431,131.04365064603135,62.55339675847473,254.0985611627878,440.4852262431258,7.064369443145209,2140.0583067468083
Burundi,2295.0194244307854,131.43269541196761,943.3816815612112,3.7270118851680656,19.069492608579537,1557.4700861942413,533.3556854223001,242.9998261985954,1002.377931316419,1790.8242059102615,28.746898795806434,8548.404939735336
Cambodia,3983.2847723838972,14.901242806985323,1457.1680454057228,0.0,0.0,3121.967799960386,1118.957462612804,316.1996188579658,1605.4102443759334,3736.778154738965,58.66457180241626,15413.331912945076
Cameroon,38770.317382553694,1603.059810456718,15553.800698403204,44.30764195534274,226.34891602042393,27271.737869488352,9613.158080386836,3946.170010192175,16660.73267847286,32035.348140127986,543.1106059941906,146268.0918340518
Canada,34.19983392751262,0.13645466129637862,12.719570508252339,0.0,0.0,26.4594068150707,9.631274164708564,2.8691869193852044,13.965769887230449,31.949903531709513,0.5367444705348382,132.4681448857006
Cape Verde,14.046867890278719,0.056094922720827445,5.225414717963999,0.0,0.0,10.865722796503029,3.9559277490816873,1.1793369387384,5.737089206715041,13.12201526398839,0.22064669740393694,54.409116183394026
Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central African Republic,620.3770086556477,33.74666071969676,255.7911015248896,0.9523250339653534,4.869860914689523,420.4892666646697,146.2771505510984,66.91535921269814,271.760536105316,488.3886384077398,8.31167615004785,2317.879583940459
Chad,1037.427117987917,63.29751736318045,430.8924666138793,1.8077414831234178,9.240226442167994,693.903375257674,238.3712876871934,113.72950914826927,456.4724463838396,798.4337678283539,13.254715931483318,3856.830172127082
Chile,123.01600595250338,0.4497354048210258,44.719887571067694,0.0,0.0,96.85799868337295,34.509567653296344,9.572687350199857,49.32381811932072,115.57494407058905,1.771069452906198,475.7957142580772
China,11785.550315036036,47.87772345196312,4402.361079310885,0.0,0.0,9084.848645393526,3320.2261627757066,1004.0044705060894,4828.64447618157,10997.427248692677,188.27888573055904,45659.21900707901
"China, Hong Kong SAR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"China, Macao SAR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,8179.9752268514285,29.15041461380967,2952.2266916523686,0.0,0.0,6473.204508299747,2290.530957929727,622.5331133726812,3259.938029358416,7697.880650546744,114.83053375030967,31620.27012637523
Comoros,1.8361544339275588,0.007332520094814346,0.6830468171584365,0.0,0.0,1.4203269544831547,0.5171041924442334,0.1541585473767918,0.7499310071847443,1.7152611313239392,0.028842117327101336,7.1121577213207745
Congo,426.33330081645204,1.7025242744088795,158.59537672353363,0.0,0.0,329.78308771563377,120.06546571314902,35.793787895953194,174.12509305864427,398.2633085580358,6.696797859369831,1651.3587426151805
Cook Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,25.390574967178786,0.607119377586143,9.804784267862036,0.015238392599341403,0.0782357962291455,18.776151505606443,6.660677018816151,2.2963207770637744,10.632478709323893,22.230952018873616,0.359464966163613,96.85199779730294
Cote d'Ivoire,20739.84011619523,1181.2819929866369,8560.50757560262,33.51904289010399,171.38044236947863,14012.350907282293,4839.957016071934,2238.1834441955825,9088.264146899026,16193.84638719911,269.9545085021303,77329.08558019415
Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,98.76440227439979,2.409552464926348,38.32884227132357,0.059247485558741805,0.30603082030109396,72.84099245822168,25.684307008256503,8.761280268698922,41.540157810941686,85.93616343368272,1.3574612680969766,375.988437564408
Curacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czech Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Democratic People's Republic of Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Democratic Republic of the Congo,18412.1731027372,1278.3313802035636,7772.9957668638235,36.8075361062985,188.140821890545,12017.74450245522,4090.624925507387,2094.368628815172,8193.817082888287,13719.175572222512,228.66448397931023,68032.84380366933
Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djibouti,117.42533331485626,3.328256578162298,45.96551554160828,0.08786720272937955,0.4482409624959298,85.33942996280544,30.53478578307095,11.33452619953365,49.62379349369339,101.47129969319963,1.7382744423751182,447.29732317453033
Dominica,1.8962021735209513,0.006757365152928324,0.6843564331419784,0.0,0.0,1.5005552117066996,0.5309685739250298,0.14430956206213494,0.7556870779414779,1.7844477050684264,0.026618895735668335,7.329902998255295
Dominican Republic,462.2545692880692,11.219834627115969,178.91110923637314,0.28415062359508547,1.4559475236785846,340.88044441223997,121.38503918299809,42.46493703710227,193.87978577295573,404.46318516352073,6.659909368159944,1763.8589122358087
Ecuador,119.06077103954485,1.0793685748080526,44.61842724206263,0.017953541196100146,0.09273536062732263,91.28444324837153,32.87349198131916,10.017571439473171,48.862436300838155,109.40675553068368,1.7853216784044894,459.09927593732914
Egypt,94.48874702762228,7.876880301918943,41.142221632751024,0.22817247050576644,1.167126870298812,58.877129409688514,19.767161433489974,11.445540966123271,42.9991182004664,66.37511209820636,1.1312298599652155,345.49844027103654
El Salvador,499.7751377817508,10.094741338134211,192.31450717601032,0.240141069820328,1.2373534003611573,372.04198860878483,132.56837281921398,44.38766580669673,208.93783023494734,442.01139997876686,7.183477459092982,1910.7926156735796
Equatorial Guinea,74.59058214961038,2.2717980244547205,29.223921728489003,0.060739075109639815,0.3099386830280104,54.08455980013489,19.241299506458162,7.190477589563144,31.531326738877606,64.05087474613691,1.0779876341761296,283.6335056760386
Eritrea,1196.8442446425754,78.34329118158664,500.1387477147665,2.2339631704039338,11.439983684958417,793.6850756224028,268.48679230452103,130.3560799594863,528.8819657861785,903.9210812276143,14.337759187985492,4428.66898448248
Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopia,2415.0094882024273,9.676185381038774,899.1069393471967,0.0,0.0,1866.8335624740325,680.1753975074571,203.33162479414176,986.9606630031379,2255.520865053278,38.059035438572046,9354.673761201282
Fiji,31.613278749968657,0.12625004116886523,11.760212995827862,0.0,0.0,24.453725222083943,8.90305016018677,2.6542585437427078,12.911746929466386,29.531766352374166,0.4965982148623917,122.45088720968175
Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,222.11534678926887,4.185336439269987,84.72530816184928,0.09975632647038976,0.5120879912478055,166.57920478086388,59.32800327272422,19.543790175880996,92.21420550216766,197.93026842098976,3.1923259639862205,850.4256338247191
Gambia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,17.855061073074395,0.21233337762239457,6.795786972116846,0.004092168053150691,0.021137260666935744,13.491848891954024,4.885691039159921,1.5647997033262349,7.413400710337859,16.21403249318392,0.27423793531853125,68.73242162481422
Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,1223.324867811674,70.6112767072502,506.3649237466855,2.0014668424109554,10.237719417298896,823.8520587588133,284.421984231598,132.4854330466613,537.2434746750073,951.6056819410696,15.89488064558402,4558.043767824053
Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,48.04289968550156,0.17120717437931593,17.33911495603739,0.0,0.0,38.01863773561643,13.452821797934813,3.65628196751627,19.14637531068682,45.2114459553849,0.6744264696168533,185.71321105267435
Guam,0.4131625691797247,0.001648486321812421,0.15366303945191145,0.0,0.0,0.3196517422235688,0.11635383922622203,0.03466217530712638,0.16871816919961963,0.3859815300911768,0.006484321675632001,1.6003258726767942
Guatemala,285.9335740601729,25.241127860330227,126.47644136120842,0.72561153088102,3.720585809458985,174.68799513775494,57.99115576161887,34.806780272933494,131.7902207635303,195.21822050940187,3.266565600365025,1039.8582786676561
Guinea,470.83211672846875,23.67688448515577,192.16700282970928,0.6654693548110169,3.4015303549669245,323.4297927819331,112.82703213312367,49.700194360069275,204.74811805665962,376.6893543461933,6.355918040231536,1764.4934134713221
Guinea-Bissau,164.9985356963941,0.6589070375855347,61.37921874150543,0.0,0.0,127.63189379368153,46.467461003953375,13.852829648890724,67.38949391861809,154.13495170992576,2.591779339157193,639.1050708897118
Guyana,673.4274708688753,30.871385198704917,277.3335358022554,0.8228677464172569,4.250355758738691,463.6418703356997,160.61410810285588,66.58099264771631,295.88975624919595,538.1895706874615,8.63981602625282,2520.2617294241736
Haiti,1099.8476274993434,31.113959998205996,427.4483068148751,0.8158442397083074,4.174912777257454,805.357675135718,284.83981008613017,102.2684207885909,462.32411388301364,950.9019737485321,15.442006673349931,4184.534651644725
Honduras,635.1820353134298,47.37844699412229,276.8975054405505,1.3254874778747758,6.825782272448618,401.7633392025082,134.73270301634238,71.47413148320412,290.4948370697917,453.58458999676924,7.32748309450733,2326.986341361549
Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,13800.326525711664,54.68043782709731,5123.831078967019,0.0,0.0,10691.96773198546,3885.7189713499392,1150.9246178966655,5628.046747399369,12898.229205669812,215.1063997801085,53448.831716587134
Indonesia,503.6942488777333,27.39506295742503,207.91788264209234,0.77631994850729,3.96476434244546,340.6296777785291,119.09054276432154,55.1407835085594,220.76211559675215,396.9305297582022,6.9228480015852405,1883.224776176153
Iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Israel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamaica,480.7849247763416,3.968007608907939,181.17906934944332,0.05929772676734161,0.30629033103198355,367.0981581956447,133.33940780417956,41.397142978209345,198.20122445634064,442.3186749109951,7.479032875839844,1856.1312310137014
Japan,8.362344080496955,0.03397126028009068,3.123660510346987,0.0,0.0,6.446082555440266,2.355840232829522,0.7123834370311628,3.4261265255221813,7.8031375875993545,0.13359179533286716,32.397137984879386
Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan,281.3977990771777,17.928300173820762,122.12439429143187,0.4887770197407343,2.524678151063082,181.0783042434187,62.1366223565781,30.753069706014273,128.60578773917396,207.8866232712955,3.5195028322086626,1038.4438588619234
Kenya,84805.44955209746,10524.808297463765,40823.718242342184,301.17371194845384,1550.7124745300916,45146.192210625195,13883.043878227614,11320.822603896677,41734.30955016078,47478.86518175383,747.3447734939695,298316.44047654
Kiribati,0.20798444477694744,0.0008298416602579641,0.07735338176107058,0.0,0.0,0.16091145492764403,0.058572074176944974,0.017448805443161807,0.08493207604559544,0.19430161446994304,0.0032641825374911757,0.8055978757990564
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyrgyzstan,152.2216886983422,2.842385081691137,59.183410498037546,0.06466557263982976,0.33401684566995393,112.47087749086779,40.61990791712797,13.923681276471514,64.18738586656978,134.75748897794443,2.315515064143031,582.9210232895052
Lao People's Democratic Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latvia,6.392238537599169,0.1314399645799598,2.499111113280955,0.0030650153089966763,0.015831712357103837,4.694405338782573,1.693564811911809,0.5909129298392626,2.7062969943697857,5.618624588148825,0.09683588188142535,24.442326888059863
Lebanon,23.33645396525505,0.09304675561372736,8.677814826259551,0.0,0.0,18.05724060959933,6.57184578644603,1.9566615251179045,9.528394643692453,21.802166940267742,0.366002973291392,90.38962802554317
Lesotho,2023.475108269228,189.06282560076966,908.2512456878945,5.409722590575166,27.786130134143267,1212.04997750217,397.2961220241168,247.78307307755782,943.6423326058195,1341.534960015797,21.96914079193534,7318.2606383000075
Liberia,157.9790460289846,4.514435488436036,61.818156210225766,0.11929146169069768,0.6087191559331673,114.84137866486324,41.033015780090906,15.207026194640315,66.74291820580754,136.42196878802235,2.3237899626051837,601.6097459412998
Libya,10.190471640690458,0.04069474587775687,3.7908408415452177,0.0,0.0,7.882671131975096,2.869876036033362,0.8555643665837813,4.162041340304861,9.519526022518018,0.16007083786008428,39.471756963388636
Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madagascar,248.39445359133066,7.600489432391547,98.10129301157988,0.203174716169082,1.03543995189697,178.62655898977954,64.17759011711863,24.73734784859477,105.6219023773572,212.88733666559324,3.7617488296207324,945.1473355314323
Malawi,56656.199922513275,5958.308541504205,25994.623494009575,170.90419784458769,878.4506379595465,32696.581953741825,10431.34687600414,7126.838206094597,26852.920812211905,35459.82238791038,558.8448895313298,202784.84191932538
Malaysia,305.10004188465234,7.629667750341539,120.35844001834599,0.18619837461151523,0.9617697828643934,221.6896137805452,79.41901359965327,28.502640582953518,130.00097233003518,263.9218556183143,4.4866812313042,1162.2568949536214
Maldives,0.06192275021103336,0.0002515555261094976,0.023130553785439375,0.0,0.0,0.047732927045081135,0.017444882065404784,0.005275164619049804,0.025370299881118705,0.057781853395169704,0.0009892407311884992,0.23989922725959487
Mali,624.6184305126997,52.48142950869282,271.1621402800124,1.525658686144764,7.799474587211868,390.106499932188,130.470404599125,75.45674432288324,283.4841222001977,438.69156628798,7.359429084633184,2283.1559000017687
Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall Islands,1.296460892615281,0.005172777515843495,0.48217853249707837,0.0,0.0,1.0030337062526293,0.36510616768099363,0.10876627770972257,0.529419953688508,1.2111696372411267,0.02034712264541466,5.021655067846598
Mauritania,174.77922678369694,10.367089096439939,72.52631681046297,0.2966530620205808,1.5144009632412112,117.0528014405637,40.563649750941664,19.37673313567968,76.84619160664555,135.4806060772835,2.323417471328638,651.1270861983044
Mauritius,6.60979831882484,0.026615141646681585,2.4637845357464085,0.0,0.0,5.1043141459799015,1.8618129045091543,0.5588669866785334,2.70375294590423,6.171307192408424,0.10467714477133018,25.604929316469505
Mexico,5098.529186448175,167.6703200352742,2031.4542032889658,4.308073495802167,22.252476259614227,3653.45481944209,1283.2850141225515,476.37646966106854,2186.680866083095,4290.584644607093,69.02368977174875,19283.61976321548
Micronesia (Federated States of),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,0.7571072849684509,0.0032465982144392457,0.2804819470724724,8.723347500263532e-06,4.445682359677359e-05,0.5874673118317484,0.21285203933211774,0.06264268483014558,0.30820533535618394,0.7073607120750196,0.011651528026016718,2.931068621877692
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,264.6770009710217,15.119912630820455,112.8092047843875,0.40937437019081524,2.1145399359695523,174.54398472915636,60.19092332742243,27.98262659419291,119.3370975098573,201.37373045030978,3.3578644520991188,981.916259755428
Mozambique,174711.66599467667,21562.330875808966,82863.26482250492,623.4167581643435,3202.534516008807,94559.13301269853,29259.120978315055,23538.03171684315,84823.09200305353,99916.37334563135,1589.0810036649714,616648.0450273703
Myanmar,5782.9860525969625,118.41625922012965,2232.4622095068503,2.8230911247904564,14.539996423218913,4291.795699710806,1533.9000144251552,519.6779789552469,2423.632420992166,5107.555767304039,84.21875940480852,22112.008249664173
Namibia,7435.697663004016,632.2347536866222,3355.426981490466,17.57211104598309,90.76516086901965,4500.1572579378635,1475.3173625031857,851.6514447377346,3496.187079875028,4994.039501419872,78.19938055418332,26927.248697123974
Nauru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,171.4180881912501,8.601728017505069,70.79327176833638,0.23610709593489257,1.2130722853603122,116.79530105726539,40.723009699755764,17.92559698181137,75.33175548322657,135.9562114105308,2.2924101470385048,641.2865521380152
Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Caledonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand,1.2915072963405003,0.00515301305431696,0.4803361955658512,0.0,0.0,0.9992012543375163,0.36371114792958736,0.1083506969304229,0.5273971138748861,1.2065419269589732,0.020269379127262323,5.002468024119317
Nicaragua,144.5261235640331,3.0258338888006793,56.04175278035692,0.072480231552561,0.37297836424918834,106.77877765035026,38.32537662258179,13.217597934045152,60.77207289096393,127.38752900216976,2.145665340489388,552.6661882695928
Niger,3195.1559402012113,240.4525232559053,1362.0048211671253,6.9797180077790735,35.64630424707819,2051.18097598497,694.7204863506612,374.48285293950806,1430.981479375618,2330.759336409786,39.26063087008759,11761.62506880973
Nigeria,11257.844956023553,45.09530482392297,4191.034169431201,0.0,0.0,8702.904055842479,3170.6981261309506,947.6507346194999,4600.61571903677,10514.541105647566,177.37257265575664,43607.7567442117
Niue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern Mariana Islands,0.14197080028247655,0.0005664523841718587,0.052801648339387386,0.0,0.0,0.10983863747692797,0.039981471951055884,0.011910606465765292,0.05797488758727502,0.13263085963980956,0.002228140703564152,0.5499035048304337
Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan,26.030327274397152,1.1320682779433369,10.516631899336174,0.031622367389703476,0.16124822820132,18.132312322824543,6.422982417232589,2.735208418860213,11.238162970177932,21.358863996589765,0.37494327444966846,98.1343714474024
Palau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panama,85.35176967627436,0.8147945512446014,31.928176270638726,0.01420836026392189,0.07335848642837353,65.5112958941719,23.512002282444172,7.129325479684804,34.973279449970086,78.3561764948083,1.262145398449678,328.9265323443789
Papua New Guinea,488.05747887783247,11.52414896705156,187.96815072841898,0.2916127555279344,1.4935432873073309,361.5831784251472,128.41031845089563,44.26400007382504,203.92105004284738,428.4318556729188,6.951483026762062,1862.8968203085344
Paraguay,257.9634578984155,8.783724323271281,102.88671669701084,0.23116763609101848,1.1876943024685735,183.99260434694904,65.2574692873615,25.15387146704793,110.60610450464154,217.2787802713041,3.668045595525599,977.0096363300869
Peru,959.7931792438384,10.392638045221917,360.66714730097,0.19594433039796183,1.010500031199562,733.3235502272755,263.35566169360584,81.18496644103575,394.5760971338138,877.1524048967627,14.233498473082443,3695.885587817204
Philippines,1047.283332432393,38.71176355575397,416.0661096612849,1.0615618553012103,5.41692613512665,745.7681278268162,264.1299542574601,104.6894465883905,446.94148116709744,879.5024513089255,14.931272792789422,3964.502427581339
Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puerto Rico,26.543423520320875,0.10590618287178163,9.872005452211276,0.0,0.0,20.535867006766086,7.475094462038442,2.2268541923807303,10.839214766066053,24.79719119902876,0.4165820171464439,102.81213879883045
Qatar,0.7157526510240937,0.0028557970712514862,0.26620206198854,0.0,0.0,0.5537567993035346,0.20156852313204768,0.06004789813267302,0.29228319767764055,0.6686648888779664,0.011233279042293157,2.7723650962500406
Republic of Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Republic of Moldova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rwanda,4443.186966208175,402.6075604747878,1989.812853109817,11.38995098899117,58.654138075576306,2686.538772874193,870.171734600647,520.484890732917,2070.953666108515,2957.0163848132065,45.22083944204753,16056.037757428874
Saint Kitts and Nevis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Lucia,31.159264993349897,0.11104012768108744,11.245659217117776,0.0,0.0,24.657812406101375,8.725119467271982,2.3713610015639253,12.417797132837535,29.322864241716267,0.4374139201190388,120.44833250775888
Saint Vincent and the Grenadines,5.818612429703369,0.02073538856769943,2.0999896022866675,0.0,0.0,4.6045455111362905,1.6293095679166592,0.4428227238979644,2.318872051766435,5.475687003135941,0.08168171081933762,22.49225598923036
